Operadora,Código do Cliente,Razão Social do Cliente,Código do Associado,Nome do Associado,Tipo de Associado,Sexo,Data de Nascimento,Grupo Tipo de Atendimento,Valor,Data do Atendimento,Competência,CGC do Prestador Local,Nome do Prestador Local,Especialidade - Descrição,Prestador Local Próprio,Cidade do Prestador Local,Estado do Prestador Local,Código do Procedimento,Nome do Procedimento,Código do CID,Qtd Procedimentos,Cód do Grupo de Contrato,Plano - Código,Plano - Descrição,GUIA,Especialidade - Codigo,Classe de procedimento,Grupo Familiar,CPF Titular,Carteirinha Titular,Nome Titular
A,9459,"Powers, Nelson and Blair",48118,Andrea Acosta,economic,F,1969-06-06,history,68885.11037956504,2021-06-20,May 1993,48281470,Brooks-Mcgrath,bill,Não,East Tyler,AK,252,change,B01,1,8,281,whom,85068,7538,C,Sim,228-42-2612,235722,Megan Paul
C,1575,"Hogan, Nicholson and Callahan",84723,Ashlee Foster,hour,M,1976-04-18,specific,3365.891436812294,2019-10-11,April 2002,26368478,Martinez-Bailey,report,Não,North Paul,MP,136,somebody,B01,5,9,782,land,53570,9199,C,Sim,476-79-6708,794240,Juan Warner
C,7346,Williams PLC,52875,Steve Shea,child,F,1961-06-11,big,69807.33412639148,2023-09-04,July 2019,23617636,"Lutz, Collins and Campbell",than,Não,West Alexandra,MP,125,citizen,D03,1,4,834,than,84097,3035,C,Não,675-14-8066,536826,Jasmine Anderson
B,3598,"Clarke, Harrison and Yates",62843,Cindy Orozco,receive,M,1983-08-14,can,97727.30429930774,2022-11-30,November 2023,18412698,Lyons-Walker,must,Não,Jenkinsside,MD,501,middle,B01,5,6,246,organization,62434,4154,A,Não,662-51-5800,206477,Tanya Thomas
A,4177,"Clark, Phillips and Morrow",24448,Madison Martin,early,F,1997-08-19,color,81623.57618613527,2004-05-15,May 1998,13959296,Campos-Strong,raise,Não,Williamsland,FL,936,box,A00,1,4,468,most,88586,2470,A,Não,340-11-1286,579498,Alicia Swanson
C,2503,"Rosales, Alvarado and Ryan",89477,Raymond Garcia,bar,M,1971-03-18,fund,98173.69429882898,2004-10-09,October 1978,22025746,"Singh, Warner and Montgomery",especially,Não,Lake Angelamouth,KS,468,forward,D03,1,9,228,skin,13428,5743,B,Não,207-68-3063,448089,Andrea Allen
B,8199,Gray-Campbell,88717,Marcus Dunn,white,M,1979-12-15,easy,32622.310331412562,2011-03-16,March 1998,34526728,Nelson PLC,clear,Não,Frenchbury,DC,423,record,C02,2,8,881,since,23227,3132,B,Não,496-93-0072,771556,Hunter Lewis
C,2747,Reynolds-Waller,70278,Paul Dickson,owner,M,1970-12-22,him,85469.02137765383,2006-08-24,February 2004,13419599,"Campbell, Moran and Scott",might,Sim,Gonzalezside,LA,654,center,D03,3,5,249,wrong,68076,3070,B,Não,034-38-4550,501656,Rick Martinez
D,4974,Wiggins LLC,78583,Brittany Rodriguez,eat,F,1948-02-12,film,65106.896199987816,2005-08-23,October 2001,98402681,Baker and Sons,person,Sim,Lisamouth,NE,616,study,B01,3,5,279,blood,67575,7276,C,Não,720-34-1631,355305,Stacy Garcia
B,5033,Rice LLC,53869,Matthew Perkins,mind,F,1994-03-05,detail,80120.2325159132,2007-07-01,August 1998,30173615,Fuentes-Davis,feel,Não,South Amanda,FL,786,person,B01,5,5,761,pass,98089,6701,C,Sim,810-14-6842,455146,Sophia Frazier
A,6019,"Harris, Flores and Sanders",98131,Mark Kelly,easy,M,1966-11-20,point,97405.11968459387,2003-06-16,May 2011,82304274,Davis-Morales,reveal,Sim,Justinmouth,NH,111,maintain,B01,1,10,943,door,84573,5458,C,Sim,826-96-1771,861536,Rebecca Clark
C,5432,Martin Ltd,34128,David Cox,me,F,1998-06-13,model,36300.30411599166,2008-08-25,May 2011,18227275,Rodriguez-Bryant,garden,Não,South Josephberg,OK,387,determine,B01,1,2,893,wait,23248,4372,C,Sim,456-11-6398,341904,Sharon Chambers
D,2505,"Douglas, Mclaughlin and Keith",82369,Jennifer White,they,F,1949-11-23,agent,84023.83503449927,2006-12-15,December 1982,31276958,Francis PLC,realize,Não,West Richard,AK,447,process,D03,5,6,226,son,10335,2407,C,Sim,536-88-9743,496721,Daniel Werner
B,7305,Jacobs-Bush,45796,Monica Mckay MD,old,F,1957-10-09,social,89941.80359718864,2012-08-01,December 1995,38139757,"Thomas, Payne and Miller",course,Sim,Gouldburgh,HI,593,player,D03,1,10,663,system,16095,3673,C,Não,096-24-2889,563693,Robert Reynolds
C,6544,Knox Group,60536,Michelle Rogers,treat,F,1973-04-30,water,99822.0252973555,2016-12-19,February 1985,76775947,Campbell-Garcia,provide,Não,Meganchester,NM,743,policy,C02,3,7,394,station,24618,7339,A,Não,651-55-2243,456726,Austin Zimmerman
A,3069,Morales Ltd,14382,Stephanie Collins,commercial,F,1994-01-17,similar,79317.56651644869,2012-03-11,August 1977,72900156,Stanton LLC,less,Não,Weissmouth,IL,879,way,B01,3,2,755,against,53563,1701,B,Sim,373-37-1785,943720,Jessica Mcmillan
A,9463,"Duran, Cruz and Martinez",63847,Kimberly Colon,front,M,1948-05-14,opportunity,10970.991640073229,2001-06-23,April 2017,60366284,Wilcox-Silva,during,Sim,Garcialand,GA,920,bad,C02,2,2,293,threat,98458,9844,A,Não,058-30-5251,244694,Rebecca Turner
D,5508,"Smith, Mccullough and Davidson",52391,Tracy Lee,national,F,1948-04-12,enter,87481.52480238769,2008-03-02,January 1983,79187910,"Smith, Silva and Klein",direction,Não,Sarahfort,DE,431,federal,B01,5,5,798,nation,39866,7919,B,Sim,045-19-4537,567769,Roger Thompson
C,6194,Alvarado and Sons,53211,Kenneth Wilson,recent,M,1973-07-23,man,72620.74049044905,2019-05-19,October 1981,81478295,Rangel Inc,particularly,Sim,Ashleyfort,NE,304,leave,C02,4,9,500,drug,39199,2679,C,Não,551-49-3622,513255,Darryl Baker
D,1057,Graham Inc,36541,Charles Hardy,wide,M,1991-02-12,sound,88341.59826419657,2011-10-24,November 1998,92023224,"Sparks, Huang and Lloyd",any,Não,Beckchester,NH,446,easy,B01,3,4,757,claim,99883,5448,B,Não,617-44-4018,126018,Dawn Davis
A,2547,Watkins Group,92892,Dr. James Mueller,always,M,1986-03-07,fact,15108.153202863155,2010-11-22,July 1983,37355414,Anderson-Downs,marriage,Sim,Walkerport,OK,879,certain,C02,3,2,182,win,61931,9147,B,Sim,073-58-9138,778748,Larry Williamson
A,7833,"Wells, Bell and Jordan",95383,Barbara Richardson,him,M,1989-10-24,argue,65743.62113241358,2003-08-02,November 2007,16258939,Hill-King,expect,Sim,Gregoryburgh,NM,919,option,D03,4,7,781,foot,70752,2327,C,Sim,311-41-2717,899338,Valerie Munoz
C,9431,Perry-Wilson,37859,Kimberly Flores,eye,M,1952-11-05,always,99871.60702631088,2022-06-11,November 1972,14717483,"Mata, Johnson and Williams",throw,Sim,Port Kayla,TX,603,owner,D03,3,3,662,position,67586,1933,B,Sim,192-85-9676,896824,Maria Clark
C,8784,Morales Group,60116,Nathan Myers,within,F,1955-10-15,forget,22314.523517660557,2023-03-18,June 1992,75173094,"Shields, Sanders and Walton",land,Não,New Ronald,OK,139,role,A00,4,10,211,single,90171,8590,C,Não,272-69-4114,413260,Michelle Griffin
A,7691,"Blake, Phillips and Harris",15585,Christian Hester,physical,F,1963-08-10,describe,31524.350395583435,2015-12-06,January 1977,77410011,"Berg, Gregory and Reed",spend,Não,Lake Jeffreybury,OH,575,thought,A00,3,7,213,girl,60525,3963,A,Não,490-73-0531,430482,Kathleen Baker
A,4397,"Moody, Espinoza and Stevens",52644,Kristen Parker,live,M,2004-01-26,help,4104.433095428303,2023-02-23,January 2002,47275722,Adkins Group,generation,Sim,Port Craig,CT,532,explain,A00,4,7,600,son,39132,3717,C,Não,760-16-9770,240829,Austin Bruce
C,6153,"Flores, Carter and Jackson",94823,Timothy Berry,up,M,1994-03-14,century,32601.662709809123,2011-04-20,March 2001,41826982,Serrano-White,group,Não,Port Mark,PA,919,wish,B01,5,10,588,generation,91213,6888,A,Não,347-53-0661,312855,Travis Deleon
A,7965,White-Ellis,18141,Deborah Baker,everything,F,1970-12-01,century,37596.48467506635,2008-02-27,January 2013,16753671,Martinez Group,build,Sim,West Aaron,WI,181,fight,C02,3,2,342,wind,24973,9220,C,Sim,210-19-7689,818248,Leah Smith
B,2507,Kramer Inc,54760,Chris Diaz,institution,F,1961-11-08,name,86065.29313510424,2012-06-02,July 2008,98450077,Wise LLC,through,Sim,Martintown,FM,167,reveal,D03,4,1,942,fly,60231,5815,C,Não,414-30-1785,450417,William Johnson
D,2771,"Young, Gonzalez and James",57962,Tanya Davies,nature,F,1971-08-20,suddenly,55179.22712848587,2000-09-04,January 1970,97051234,"Roth, Jimenez and Wilson",politics,Não,West Tylerberg,ND,175,race,B01,5,3,396,soon,63203,9577,A,Não,080-32-8851,842074,Michelle Owen
D,2283,Harris and Sons,68742,Rachel Johnson,next,F,1961-11-06,forget,83255.92716999701,2011-07-22,November 1970,15163563,Figueroa-Obrien,speech,Não,Cynthiaberg,ID,541,social,B01,3,4,885,of,80819,3317,C,Não,163-17-0434,341130,Mary Payne
D,7600,Delgado-Whitehead,82227,Sarah Walker,although,F,2005-05-03,painting,95650.10455399628,2022-10-02,July 2008,43697407,Frank-Turner,agency,Não,East Jordan,AS,759,scientist,D03,5,9,222,ten,42009,4074,C,Sim,885-03-5564,263495,Tiffany Clark
B,1248,Lopez PLC,91204,Sara Campbell MD,court,M,1981-09-13,course,201.3772601376383,2000-11-10,December 2007,97272000,"Bowman, Kennedy and Chen",mother,Não,South Garyshire,NH,109,threat,A00,2,4,394,above,14767,9875,C,Não,856-99-0559,379573,William Little
C,3539,"Brown, Rodgers and Clark",92492,Dalton Thompson,camera,M,1967-03-26,song,31084.99984723102,2005-07-05,April 2023,47711556,Lewis-Bowman,generation,Sim,East Nancyside,NY,265,become,A00,3,10,124,upon,96519,3909,A,Sim,212-04-3382,993703,Brittany Brown
A,2564,Logan-Mathews,36109,Christina Wright,work,M,1998-06-10,exactly,32456.064399792598,2018-06-11,October 1999,80559688,Torres Ltd,could,Não,Tammychester,MA,811,house,C02,4,1,854,nature,54570,6741,C,Sim,583-38-7657,942338,Brenda Chapman
B,4590,Wheeler-Anthony,55954,Isabella Palmer,thank,M,1976-01-16,citizen,70148.75582456481,2006-05-29,September 2003,61505070,Thompson Inc,bar,Não,Kennedychester,KS,192,pattern,B01,3,4,370,raise,65553,7517,A,Sim,524-71-3364,488973,Victoria Maxwell
B,9702,Garrett-Frazier,94778,Emily Kim,support,M,1948-04-09,teacher,27413.958157210734,2002-08-03,September 2011,77239368,Pierce-Alexander,read,Não,Angelafort,RI,327,up,A00,4,10,523,that,67999,7061,A,Sim,369-14-0190,424310,Andrew Flowers
C,3363,"Jenkins, Jones and Hood",62289,John Lowe,owner,F,1983-09-09,type,10671.962081397482,2018-08-29,October 1979,62834938,"Thompson, Sanders and Newton",understand,Não,Chadborough,DE,928,owner,B01,5,10,239,chair,66433,4714,A,Não,577-03-6975,570733,Andrew Campos
B,7434,Dunn-Sloan,79165,Carlos Cole,street,M,1986-02-06,into,11111.377823564288,2022-06-12,April 2011,45224481,Davidson-Lozano,although,Não,Powershaven,SD,791,team,C02,5,2,411,without,28948,1285,B,Não,062-21-3262,873413,Jessica Proctor
D,7759,Young and Sons,43473,Brandon Moore,degree,F,1997-06-30,test,27765.374015672875,2022-06-08,May 1997,71185822,"Coleman, Newton and Wilson",everyone,Não,Tiffanyport,PA,652,usually,A00,4,4,817,year,80048,1894,B,Não,212-03-8061,276731,Sandra Mcgrath
C,1899,"Robinson, Barnes and Graham",35927,Jordan Roberts,fine,M,1963-02-15,four,22612.728326711767,2002-12-20,September 1984,39314556,"Bishop, Avila and Herrera",think,Não,Duncanport,GU,669,ok,D03,2,4,210,another,77171,7689,B,Não,856-90-6393,459595,Michael Allen
D,4737,Aguilar Group,69761,Brittany Hall,partner,M,1994-12-13,tree,12506.07342959235,2021-03-01,October 2015,26598638,"Melendez, Castro and Owens",least,Não,Jasmineburgh,UT,124,heart,B01,4,9,698,still,33401,9312,B,Sim,403-27-1121,572591,Jorge Barajas
C,2717,"Edwards, Mckenzie and Davis",84118,Kevin Campbell,whether,M,1985-09-13,begin,13356.853256274577,2012-08-02,April 2000,50932849,Johnson-Johnson,skin,Sim,Charlesstad,OR,531,use,A00,3,2,629,sometimes,84280,7566,B,Sim,847-18-4596,541709,Lisa Atkins
D,8448,Robinson Ltd,11654,Patricia Collins,day,M,1987-11-10,husband,43093.089144009136,2022-04-18,March 2000,17538117,Smith-Thompson,as,Sim,Jeremyberg,WY,764,education,B01,1,3,568,point,16427,8663,C,Sim,051-35-3752,387626,Sandra Mcgee
C,3614,"Olson, Lewis and Smith",61813,Kathleen Nguyen,sometimes,M,2004-08-19,according,6587.310154058381,2012-07-14,April 1999,40809094,"Roberson, Price and Hart",out,Sim,Jessicaport,ME,204,people,C02,4,7,385,school,39931,1851,B,Sim,529-25-4388,705661,Jonathan Carter
B,8863,Walker-Ramos,71836,Jacqueline Allen,approach,M,1988-12-31,position,55832.65782215761,2008-03-22,December 2017,94290460,Bautista-Marshall,nation,Não,West Kerritown,ID,355,seem,B01,4,2,295,agree,56252,1786,C,Sim,562-77-0150,138271,Megan Williams
C,8630,Sherman-Lawrence,46851,Steven Johnson,million,M,1981-10-22,sister,73055.65743700748,2006-09-23,March 2022,99999502,Reynolds-Thompson,if,Sim,Stevenmouth,IL,445,serious,B01,5,6,329,which,68318,1303,A,Não,856-63-2352,225711,Kimberly Cruz
C,6279,Webb Ltd,17779,Ronald Stewart,lose,M,1984-10-25,research,20324.869257868206,2004-05-19,July 2015,23415117,"Martinez, Santos and Wallace",lose,Sim,Merrittmouth,IA,226,use,A00,5,9,723,picture,13488,2634,A,Sim,761-37-3138,340508,Kenneth Cruz
B,9936,"Walker, Hull and Kim",62379,Angela Guzman,side,F,1982-05-22,since,44928.96951746265,2012-06-07,December 1976,85732777,"Henderson, Howe and Scott",person,Não,Andersonstad,CO,178,early,B01,1,3,839,that,93035,1638,C,Não,702-24-2843,131558,Laura Gutierrez
A,6377,"Allen, Watson and Morrow",14791,Christopher Fields,finally,M,2005-09-10,avoid,69621.49362928886,2023-05-26,March 1970,55045953,Franco-Walter,a,Sim,West Thomas,MS,905,I,B01,2,2,952,able,41398,5416,C,Sim,383-67-9992,359206,David Smith
D,3796,"Mccormick, Avila and Smith",37390,Dr. Megan Gray,write,F,2004-10-20,various,66898.91369517756,2000-03-10,May 1980,52708144,"Gentry, Morgan and Strong",direction,Sim,North Michelle,NV,440,light,C02,3,6,307,large,52686,8370,B,Não,546-22-3260,324080,Alexandra Fischer
B,6468,Burns-Medina,65547,Benjamin Brown,remember,F,1972-10-22,participant,56449.09520653435,2001-01-26,January 1975,42008441,"Joyce, Pratt and Williamson",trade,Sim,Susanton,OK,600,close,B01,3,8,412,wind,63127,9870,C,Não,668-51-0544,337280,Kiara Hall
C,3639,Wright-Walters,94664,Nicholas Schmitt,best,M,1994-08-30,prove,49977.56661460339,2001-11-30,April 2003,30118622,Lambert-Meyer,magazine,Sim,Jenniferburgh,MS,317,line,C02,4,4,980,perform,40149,3336,B,Não,873-80-9403,289683,Jesse Pugh
D,8951,"Martin, Small and Sanchez",83296,Terry Wallace,should,M,1995-05-16,cold,2250.22421422365,2021-05-25,November 2018,23714128,Drake-Bradshaw,many,Não,Cindyville,WY,780,finally,A00,2,9,650,attack,66827,1821,C,Não,195-64-2979,143776,Holly Nguyen
B,2106,Fisher Group,68870,William Mcpherson,clear,F,1984-04-21,country,66384.01607130952,2018-09-07,February 1994,26070488,"Wilkinson, Howard and Waller",resource,Não,Thomasberg,DC,327,leg,C02,3,10,817,these,20934,3052,B,Não,364-41-6234,563622,Dorothy Wilson
D,8141,"Thompson, Oliver and Chavez",43174,Aaron Hines,large,F,1967-06-01,PM,14242.485159332296,2009-01-27,August 2007,22449973,"Tran, Foster and Adams",send,Sim,Lake Elizabethtown,PW,595,bar,D03,2,3,763,practice,84332,6045,B,Sim,414-33-7017,912520,Eric Park
A,7486,Bowman-Gilbert,16867,Larry Massey,record,F,1984-04-02,draw,39528.76558384243,2015-05-24,May 1981,66024093,"Miller, Rivera and Wilson",focus,Sim,New Georgeland,PW,473,including,B01,2,3,368,away,82202,4663,B,Sim,411-99-6543,838955,Marisa Scott
D,8453,Thompson-Stanley,42713,Kelly Cisneros,analysis,F,1992-04-08,trade,35053.60542327502,2010-02-15,February 2021,61419485,"Smith, Collins and Young",science,Não,Bakerborough,LA,548,have,B01,4,6,302,debate,99363,4801,C,Sim,469-29-2955,797527,Sean Davidson
B,7422,Grant-Russell,61146,Sandra Oliver,likely,F,1980-01-20,need,54414.9154681203,2018-11-22,October 1996,94626642,Bean-Arellano,protect,Não,West Catherine,GA,105,have,D03,5,2,470,matter,46561,5173,B,Não,184-44-0860,657724,Mary Romero
C,5591,Moon Inc,56713,Mrs. Alyssa Berry,some,M,1994-12-02,according,94440.43851858522,2010-01-19,November 2023,18659847,"Cooper, Mccall and Gonzalez",land,Sim,Scottberg,WY,162,create,D03,3,3,660,usually,31794,6464,A,Sim,351-64-2061,302314,Valerie Fernandez
B,3579,Figueroa PLC,82136,Jose Costa,experience,F,1982-11-24,will,68389.80708500186,2018-06-23,June 1978,64972358,"Quinn, Russell and Wiggins",thing,Sim,Thomasport,VI,159,then,C02,4,4,928,shoulder,34161,6001,B,Sim,469-10-7830,993882,Melissa Nolan
D,9898,Sosa PLC,91423,Jason Greene,director,F,1984-01-09,create,65616.95909513682,2011-07-30,September 2003,74189958,"Larson, Sparks and Chavez",right,Sim,New Ethan,ID,807,stop,A00,2,8,499,sometimes,16614,3842,A,Sim,287-54-9673,531731,William Parker
D,2574,"Jones, Jackson and Christian",14813,Kevin Bowman,expert,F,1999-11-01,either,45507.13229295458,2003-11-23,September 1984,21712972,"Williams, Mills and Miller",father,Sim,Powellhaven,IN,538,fire,A00,3,9,812,half,99436,2541,B,Não,455-66-2462,545960,David Foster
D,2836,Miller LLC,59165,Eric Hoffman,join,M,1983-06-14,both,25412.56259447827,2001-06-17,December 1982,23266533,Griffin-Robertson,only,Não,Lake Courtney,TN,517,analysis,A00,1,2,742,mention,90914,9817,B,Não,593-87-9554,340209,Harold Alexander
A,3938,Smith-Ray,65920,Joseph Jackson,believe,F,1982-05-24,property,98302.50364639364,2023-01-06,August 1989,70787231,Torres-Jensen,goal,Não,Gordonmouth,AK,658,hold,C02,5,3,260,spring,92660,5821,C,Não,623-82-6515,127968,Francisco Lynn
A,9774,Parker-Nelson,82234,Steven Russell,include,F,1973-09-30,well,86524.67137492282,2005-11-12,December 1986,83512023,"Ortiz, Wong and Graham",training,Sim,Collinston,OR,856,past,B01,4,7,978,painting,72370,1549,C,Sim,099-06-9594,174527,Stephen Ibarra
A,7055,"Adams, Oconnor and Fuentes",17806,Robert Harris,capital,F,1968-12-15,station,6755.440078988058,2014-03-01,March 2005,38591431,"Esparza, Scott and Luna",ago,Sim,Barnesberg,MA,227,on,D03,4,1,279,officer,99220,3177,A,Não,585-94-6484,540835,Anthony Walker
D,7377,"Rose, Parker and Reed",52091,Justin Mullins,couple,M,1998-06-01,rate,15591.358437638844,2012-01-18,December 1990,35264885,"Hale, Bates and Anderson",itself,Não,Blairport,CO,441,truth,B01,5,5,165,sure,74559,5855,B,Não,221-50-9165,509937,Michael Neal
B,5676,"Carey, Bennett and Davis",67240,Debra Werner,which,M,1998-04-02,sing,14663.982264858987,2011-11-11,November 2008,43448528,Wilkerson PLC,explain,Sim,Marissaland,PA,804,strong,C02,1,3,499,Republican,39501,1197,A,Sim,039-23-5687,454205,Christine Cain
B,4504,Daniel-Saunders,96288,Wendy Bray,look,F,1969-07-02,present,45556.951486092104,2006-10-14,December 2013,73690473,"Knight, Gregory and Turner",life,Não,Blackborough,AL,566,treatment,A00,3,9,702,station,60983,8919,C,Não,217-03-0851,102949,Alicia Gonzalez
B,6063,Arnold LLC,24190,Jeff Carlson,fact,F,2001-11-21,before,65129.41114558647,2012-05-17,April 1977,37331599,"Mckay, Fisher and Mcfarland",if,Não,Lake Julie,WI,577,system,D03,2,4,789,cell,63254,4465,B,Não,826-61-3295,435619,Regina Salinas
B,6203,"Mills, Bonilla and Cole",92661,Christopher Black,green,M,1963-02-15,television,82832.92552251791,2012-04-27,March 2015,17398971,Perez-Harris,finally,Não,Jessicaview,CA,554,deep,B01,3,6,329,reflect,75439,1636,A,Sim,121-25-3993,665227,Mark Taylor
D,1560,"Williams, Mclean and Thomas",85390,Grant Washington,party,F,1989-12-07,bad,10839.327920366839,2021-06-24,August 1988,70516642,Walker-Calderon,rise,Não,Jonesstad,CA,436,suffer,D03,4,9,108,model,18650,7351,B,Sim,621-19-8532,404638,Linda Hernandez
C,7306,Smith LLC,74118,Gregory Smith,father,F,1979-05-18,economy,58973.79960733894,2014-05-12,January 2022,35239040,"Curtis, Stewart and Wise",wife,Não,Holtchester,MO,970,so,A00,1,6,256,set,62162,8303,C,Não,036-46-0970,256006,Katrina Parsons
A,9787,Garner PLC,66247,Jordan Vasquez,amount,M,1963-06-29,job,72942.00904457858,2015-08-13,June 1988,73033987,"Cruz, Stephenson and Jones",four,Sim,Richardfurt,AR,608,former,A00,5,7,981,staff,26985,2666,C,Sim,080-03-0855,663601,Robert Ramirez
D,6656,Kelly-Wise,37709,Brandi Smith,yourself,F,1977-08-25,modern,50444.362832381456,2011-07-18,September 1998,24394259,"Melton, Brewer and Ford",prepare,Sim,Lake Sharon,SC,447,already,D03,4,10,557,recently,64257,4109,C,Sim,234-91-9316,439669,Jonathan Williams
C,9891,"Gordon, Adams and Johnson",70333,Leroy Briggs,become,M,1964-11-17,thus,3533.403934409861,2009-10-25,January 1994,52966209,Davis-Morris,six,Sim,Port Juliatown,KS,755,perform,B01,4,2,296,someone,45942,1676,C,Sim,780-22-1960,108376,Ryan Sanchez
C,2999,"Houston, Mcfarland and Mccall",22578,Meredith Lee,event,F,1998-03-24,party,88193.1411588014,2002-12-11,July 1991,66508787,Gentry and Sons,guy,Não,Port Markview,VA,965,voice,C02,1,6,635,film,71535,3353,A,Sim,748-42-4309,606392,Michael Taylor
C,5794,Jones Group,76660,Terry Hernandez,still,F,1983-04-03,because,40790.120024304866,2012-04-18,September 2019,40820781,Morgan Inc,various,Sim,Maddenstad,NE,469,security,B01,2,5,889,pull,47962,2316,B,Não,889-79-4481,380606,Kristy Bradford
A,7771,Gibson Inc,74860,John Wilson,set,M,1984-02-28,simple,43226.221882456695,2010-11-10,June 1976,87311004,Oliver Group,situation,Sim,Amandaberg,AL,180,son,C02,4,10,521,activity,86024,1449,C,Sim,775-47-9104,929483,David Mueller
D,4143,Adams-Warren,15709,Angelica Pierce,ability,F,1980-05-22,as,76935.45710418817,2007-06-23,February 1980,54084767,Jones Inc,avoid,Sim,South Amber,DC,722,interview,C02,3,7,533,fish,39836,6777,A,Não,256-32-6914,788606,Julie Burns
D,2954,Vaughn-Dunlap,97432,Lauren Herrera,real,M,1953-06-11,head,58117.22421578135,2021-07-22,March 2005,72510349,Benson PLC,fund,Não,Lake Michael,NE,680,else,A00,4,7,202,treatment,90116,8134,C,Sim,009-07-7573,495134,Victoria Richards
A,2420,Harris and Sons,61653,John Anderson,instead,F,1977-10-17,land,73587.28103253768,2005-12-18,July 1981,17750017,"Richards, Crawford and Price",spend,Sim,Murrayport,DC,196,a,D03,5,2,388,according,30450,6494,A,Sim,637-24-2762,251462,William Johnson
C,1327,Hayden Group,69143,Stacey Case,never,F,2001-02-02,perhaps,63450.52874514,2010-04-15,December 1975,91658072,"Torres, Payne and Moore",site,Sim,Lake William,VA,985,another,C02,4,7,750,tree,38252,6097,C,Não,778-45-3056,403021,Douglas Smith
B,4733,"Smith, Moore and Mitchell",87835,Daniel Scott,often,M,1992-01-22,learn,81579.47758258891,2006-04-08,April 1985,82744683,Church-Jackson,low,Sim,Lake Kaitlynbury,GA,981,head,C02,2,1,240,agree,11591,3638,A,Não,280-64-9941,869131,Jennifer Pugh
C,8391,Pena Inc,17801,Michael Walsh,develop,F,1970-05-22,heart,27244.239688999696,2016-03-05,April 2012,54406226,"Dickerson, Russell and Cline",from,Não,Wolfestad,IA,197,figure,D03,5,7,997,name,63593,8087,C,Sim,558-77-1809,302348,Jamie Acosta
D,5287,Smith LLC,77511,Robert Burns,spend,F,1968-05-18,pick,40714.62760029852,2016-04-04,August 1990,72450409,Garcia-Mahoney,world,Sim,Kellymouth,CT,383,many,D03,2,2,197,present,36108,5278,A,Sim,144-58-6729,218116,Melody Webster
C,7957,Jackson LLC,64473,Douglas Rodriguez,arm,F,1981-07-08,choice,98550.20718281955,2001-12-04,August 1971,44234641,Hall-Davis,loss,Não,Woodwardhaven,DC,191,miss,A00,3,10,638,she,31367,4251,B,Sim,227-96-0740,655683,Janice Anderson
C,4257,"Kemp, Anderson and Horn",75788,Kathy Johnson,during,F,1998-01-26,stage,24808.815497884672,2018-10-06,May 1974,86899101,Hopkins PLC,specific,Não,Josephland,MP,821,notice,B01,2,3,149,nice,29427,7154,A,Não,777-24-4585,426539,Laura Smith
D,7929,Hayes-Petersen,25488,Jessica Roy,describe,M,1948-05-16,process,74068.86601535325,2008-07-20,April 1984,20678158,"Barber, Johnson and Gill",data,Não,Larryton,NE,567,tough,C02,2,3,950,night,30309,8192,C,Sim,899-21-0601,582933,Sarah Morris
C,9347,"Hanson, Love and Torres",58246,Gina Nelson,community,F,1965-07-21,concern,28043.50998742646,2020-06-06,October 1993,62687274,Lewis and Sons,charge,Sim,Lake Lynn,MD,385,score,C02,5,8,975,not,14039,8815,A,Não,605-89-7362,979603,Robert Cabrera
B,6483,"House, George and Barber",87145,Catherine Martin,language,F,1957-12-08,important,97000.67495212419,2017-05-23,July 2005,17488121,Hall and Sons,miss,Não,Tiffanyfurt,AR,976,him,B01,2,8,121,less,15475,5450,C,Sim,260-40-1115,643687,Heather Vega
A,5873,"Hayes, Hodge and Cruz",32856,Brent Freeman,class,M,1953-10-19,civil,18882.70105972258,2004-09-02,August 1990,70407834,Fuller and Sons,seek,Sim,Raymondhaven,VI,244,camera,D03,3,9,571,without,85193,1423,C,Sim,736-42-0249,491285,Victoria Ayala
C,9584,Oconnor-Harvey,73836,Barry Holloway,soldier,F,1969-02-23,democratic,78961.81406685826,2014-06-28,July 1998,33247985,"Mccarthy, Johnson and Smith",tonight,Não,Grayside,MP,858,natural,A00,4,4,859,series,54649,6932,B,Não,226-39-5824,993051,Joseph Wilson
C,1002,"Davis, Ingram and Munoz",39714,Patrick Patel,president,M,1983-04-27,life,11462.737647876327,2023-01-27,October 2021,70018688,"Bell, Marshall and Castillo",science,Sim,Lake Davidmouth,WA,651,Mrs,D03,1,1,980,say,51844,9793,B,Não,126-77-8717,390302,Robert Brown
C,9762,Blanchard Inc,60226,Veronica Reyes,produce,M,1991-09-24,at,31412.010480067398,2014-03-15,November 2015,68212909,Stevens Inc,relate,Não,West Bryan,AK,447,reason,C02,2,2,514,someone,33586,9575,B,Sim,077-30-3627,738757,Jennifer Lee
A,9402,Miles-Lambert,67445,Thomas Austin,strategy,F,1983-12-30,activity,74786.92923948544,2009-08-18,November 1991,32033686,Smith-Carter,me,Sim,West Elijahstad,MP,141,day,A00,4,6,801,food,22384,9320,B,Sim,582-71-4408,886613,Stephanie Fuentes
A,2567,"Ramirez, Jones and Davis",73497,Alejandro Joseph,particularly,M,1961-07-02,cup,18206.259881118138,2000-10-02,May 1991,23291988,"Dorsey, Jenkins and Oconnell",Mrs,Sim,Williamton,VA,795,artist,A00,5,9,207,than,52551,1146,C,Não,895-21-8225,734738,Lisa Gonzalez
