NOME FUNCIONARIO,CPF,DATA,UNIDADE ATENDIMENTO,NOME PRESCRITOR,CRM,UF CR,TIPO CR,TEMPO,TIPO TEMPO,HORAENTRADA,HORASAIDA,CID,ACEITO,OBSEVAÇAO,ORIGEM,RECEPCAO,ESPECIALIDADE
James Andrews,284-25-2905,2019-01-07,"Bennett, Roberts and Ruiz",Debra Garcia,99483,MN,C,20,Anos,14:20:10,23:41:51,B01,Sim,Bad agree catch identify record floor. Particularly attack production type address her wear. Over debate second image.,Clínica,Recepção A,Ortopedia
Kristy Martin,777-70-0043,1972-01-18,Farmer-Matthews,Lori Michael,19639,NH,B,7,Dias,05:41:11,00:06:10,C02,Sim,"Teacher report event. Oil ability its others event all.
Traditional degree although figure. Kid federal movement system experience develop. Skill own find child especially.",Hospital,Recepção A,Pediatria
Caleb Sullivan,483-09-4119,1969-10-02,"Johnson, Hall and Rivera",Amber Scott,68932,ME,C,12,Dias,22:09:29,02:00:56,B01,Não,"Check activity early impact program. Surface fight back. Camera get expect. Off over about.
Nice summer year. Also member hour place. Away standard morning artist campaign politics.",Clínica,Recepção B,Ortopedia
David Baker,324-72-7801,1962-10-03,"Mendez, Bishop and Reynolds",Jennifer Torres,74808,UT,B,29,Dias,04:19:44,11:27:08,C02,Não,"Degree floor develop enter marriage bill. Process common drug my they peace. Could particular turn rather risk. Bad human prove its four story chance.
Blue lot project animal conference else hot.",Clínica,Recepção C,Cardiologia
Justin Anderson,368-18-7886,1992-06-11,Greene Group,James Zamora,87818,TN,A,30,Anos,10:44:57,10:01:32,B01,Não,People style including official able. Family light history drop program. For show color mother alone film director my.,Clínica,Recepção C,Cardiologia
Elizabeth Taylor,826-53-7956,1992-01-17,Hopkins-Ruiz,Todd Jenkins,15972,NE,B,15,Meses,12:16:41,20:22:06,C02,Sim,Base fight country southern talk society. Common run similar now current. Whatever dinner list carry one somebody capital.,Clínica,Recepção C,Ortopedia
Angela Boyer,018-53-8308,2016-03-26,Brown and Sons,Billy Sanders,94621,OK,C,4,Anos,23:55:40,01:20:07,B01,Sim,"Certainly experience else argue finally threat city. Prepare listen action join. See finish somebody notice call plant.
Industry probably church night. Keep western consider model computer walk.",Clínica,Recepção A,Ortopedia
Kaitlyn Price,397-78-2403,1960-06-05,Hall-Green,Fred Conley,70745,VA,A,10,Anos,05:26:24,08:24:35,C02,Sim,"Form deep throughout per guess. Else choice finally draw. Beyond give total eat.
Local western bag campaign record charge. Affect PM contain that. Success store city political practice.",Clínica,Recepção A,Cardiologia
Michael Mccoy,411-11-6584,1960-05-29,Ramirez LLC,Mr. William Moore,86731,VI,B,17,Meses,02:53:15,01:18:15,C02,Não,Expect race group wind allow memory time. Stock live sea else. Bag everybody through customer sit send base. One many property I drug century process themselves.,Clínica,Recepção A,Ortopedia
Miss Chelsea Nicholson,331-53-1799,2017-02-09,Smith-Reyes,Mark Clay,56840,MD,B,15,Meses,01:32:40,19:40:02,A00,Não,"Market people TV present structure difference bring. Minute it court hand.
On so on whose. Very must Mrs read. Organization over future ball tax possible less bag.",Hospital,Recepção C,Cardiologia
Angela Harris,462-91-5023,2020-12-05,Nunez-Daugherty,Heather Howard,48068,MO,B,5,Anos,16:28:22,21:43:53,A00,Sim,Whatever resource set exactly fire officer. Money send worker recent close. White off hospital medical check executive onto.,Clínica,Recepção C,Ortopedia
Brenda Phillips,777-05-6018,1962-07-19,Hendrix Group,Justin Alvarez,12093,CA,A,14,Anos,09:54:45,11:55:12,C02,Não,"Animal sit tax develop. Soon answer amount clear crime style. Almost service break into position.
Down general address system customer worker gas. Congress detail media fast study throw writer.",Hospital,Recepção B,Ortopedia
Jon Hutchinson,036-14-8326,2014-10-26,"Lara, Johnson and Grimes",Christina Mccall,10985,AS,A,13,Anos,05:49:37,19:37:35,A00,Sim,"Skill analysis act toward.
Set agency inside. Situation perform car wall.",Hospital,Recepção B,Cardiologia
Philip Villanueva,734-27-5356,1939-11-28,Ross LLC,Ariel Scott,39005,NC,A,24,Meses,06:04:44,04:00:01,B01,Não,"Clearly really accept move save else born. World example possible war police.
Poor marriage down man plant check half dog. Goal next that class.",Hospital,Recepção B,Pediatria
Richard Ramirez,356-57-4318,1953-09-21,"Smith, Mcdaniel and Stephens",Alan Archer,73146,CA,C,24,Dias,01:39:14,04:29:15,B01,Não,"Pull generation heart model start rich building. Policy position three set. President management tree year have car treat.
Herself school per one traditional. Provide trade course seven same.",Clínica,Recepção B,Cardiologia
Jeffrey Johnson,224-80-0446,1956-03-02,"Cole, White and Thompson",Jennifer Spencer,48115,NY,C,24,Dias,12:27:00,00:42:45,A00,Sim,"Floor try professional. Treatment billion news keep. Rich general personal newspaper investment again understand.
Perhaps director power leg nation speak. Plan over while else.",Hospital,Recepção C,Pediatria
Christopher Greene,032-01-4670,2009-06-28,Dominguez PLC,Terry Wilkinson,43857,MD,A,21,Meses,04:40:26,16:10:31,B01,Sim,"Quickly yet doctor maybe have whole artist. Hard identify may item.
Key heart policy section. Surface watch better collection then. Card economic back defense.",Pronto-Socorro,Recepção B,Cardiologia
Wesley Thomas,602-39-6402,1996-12-15,Bolton-Martin,Timothy Harris,91707,OR,B,14,Meses,20:50:42,20:53:33,A00,Sim,With discussion nearly property everyone school past. Suffer TV certainly work generation. Computer PM really leader when allow quickly.,Pronto-Socorro,Recepção B,Pediatria
Alexis Campbell,587-84-3406,1943-01-11,Espinoza-Taylor,Michaela Powell,15477,GA,B,18,Dias,19:15:09,05:02:08,B01,Sim,Happen practice indicate forward. Position raise drug you investment. Television forward late indicate affect protect.,Hospital,Recepção C,Ortopedia
Melissa Alvarez,459-03-3294,2013-08-25,Richards-Mendez,Derek Johnston,12798,FM,A,7,Anos,19:33:10,08:45:08,A00,Sim,To on because in exist sing movement. With far social during great step run. Always animal surface. Toward at upon human nearly.,Hospital,Recepção A,Pediatria
Christopher Bowman MD,343-96-8803,1944-08-27,Hill-Cannon,Elizabeth Alvarez,12426,AR,C,27,Dias,14:07:43,05:47:39,C02,Não,"Experience indicate such field man than research.
Exactly cost night keep. Listen food democratic next specific.",Clínica,Recepção B,Cardiologia
Carrie Logan,396-28-6863,1969-04-15,Ramsey Group,Stephen Gonzalez,33364,NE,B,17,Meses,03:19:47,15:30:39,B01,Sim,Boy receive memory skill suggest walk anyone. Trade method stock manager necessary focus hard paper. Music professor four popular article could prevent.,Hospital,Recepção A,Ortopedia
Kimberly Cobb,886-81-8861,1992-11-13,"Morgan, Jones and Mendez",Thomas Nash,80358,DC,C,7,Dias,21:09:05,03:51:17,B01,Não,"Reduce either stay we. Face worker large. Gun ready deep hear security.
Fact and analysis hundred people. Course behind back wear any into. Kind guy during future nearly behind bill.",Clínica,Recepção C,Ortopedia
Kristina Thomas,314-83-4434,2020-03-31,"Lam, Powell and Roberts",Jason Singleton,22404,WY,C,28,Dias,02:08:51,06:54:53,B01,Não,"Those wonder determine experience do watch against. Usually direction message decade professional effort now always. Music five accept learn.
Career media appear back positive.",Hospital,Recepção A,Ortopedia
Emily Jenkins,022-33-5168,1943-06-26,Williams-Dawson,Crystal Small,12599,UT,C,1,Anos,23:01:42,04:43:45,C02,Sim,Civil evidence next along thus tax require. Share research tend. Cost because policy almost fight. Building major audience Mrs often through we race.,Clínica,Recepção C,Pediatria
Kevin Nelson,150-98-5739,2011-07-19,Sosa-Arias,Danielle Cantu,74129,IN,C,27,Dias,21:19:50,07:57:03,B01,Sim,"Over during human attack site last discuss when. Wrong coach name market professor cell PM.
These industry total answer. With agree sometimes couple address law trial. Turn finish fire beyond.",Pronto-Socorro,Recepção A,Ortopedia
Jeffrey Solis,287-10-9227,1919-06-08,White-Matthews,Paul Shepard,52590,WY,B,30,Meses,03:54:23,21:07:09,C02,Não,Toward data draw moment bar. Cultural deal establish size. Analysis ever feel artist buy suffer.,Hospital,Recepção B,Cardiologia
Brian Walker,237-52-6741,1957-04-20,Mendez Ltd,Claudia Miller,15816,HI,A,5,Anos,11:28:37,04:27:15,B01,Sim,"Send modern cup best option effect city total. Consider government owner.
Ball rise let. Notice writer maintain state hit. President cell figure property.",Pronto-Socorro,Recepção C,Pediatria
Ryan Marquez,083-30-0187,1976-01-31,"Lynch, Greer and Howard",Ricky Lee,89399,AZ,B,2,Meses,00:32:49,04:14:48,B01,Sim,"Question in sense right hundred. Letter right nice fast. Fly same I.
Always book remain both. News list physical near piece mean.",Hospital,Recepção A,Ortopedia
Sabrina Ramsey,665-67-9433,1974-10-16,"Wheeler, Lee and Davis",Sandra Whitehead,74386,AK,C,5,Meses,23:23:39,13:10:40,C02,Não,"Body year clearly.
Yourself set increase similar strong writer development. Team four bring may growth page hair. Happen us Democrat it statement.",Hospital,Recepção B,Pediatria
Jeffrey Saunders,086-04-3533,1999-04-25,Silva-Hancock,Tanner Brandt,13537,LA,A,2,Meses,10:49:52,15:39:13,B01,Não,"Response somebody game maintain position bar. Outside wide herself present drug.
World foot rest. Science husband five officer. Share tend why cup thus form tax. Base pattern air want.",Hospital,Recepção C,Ortopedia
Allison Adams,070-64-3005,1969-02-16,Wilson Group,Taylor Wilson MD,67589,HI,A,21,Meses,09:38:15,09:06:52,A00,Sim,Through research claim assume space help. Evening art any itself. Language color mention necessary speak must professional.,Clínica,Recepção B,Cardiologia
James Lam,679-42-1757,1941-12-15,Watkins-Obrien,Brian Sparks,23200,GU,A,13,Anos,18:46:07,18:51:44,B01,Não,"Somebody indeed speech dream community top black. To have would until mouth keep.
Serious exist world. Prevent language say reduce. Development food sister medical resource.",Clínica,Recepção C,Pediatria
Drew Jones,595-95-2124,1960-07-12,Smith-Fields,Jared Parker,91350,TX,A,20,Dias,13:34:59,17:08:12,A00,Sim,"Nearly trouble station ago. Throughout black loss. Power area Democrat operation.
Hope service voice field success. Father voice test anyone culture check prevent. About take risk personal happen.",Clínica,Recepção C,Cardiologia
Laura Rivas,359-24-5887,2021-10-07,Hall Inc,Robert Johnson,82968,NJ,B,19,Dias,11:39:06,23:54:00,C02,Sim,Value finally age so event trial usually. Thus before environmental especially middle. Church structure write Democrat enjoy everything.,Clínica,Recepção C,Ortopedia
Adam Alvarez,817-64-0962,1973-03-11,Cook LLC,Rebecca Hatfield,30323,WA,C,3,Anos,15:31:47,05:53:46,B01,Não,"Election theory administration. Anyone hear detail anyone decide.
Such body PM law president. Out ready draw country would.",Pronto-Socorro,Recepção C,Ortopedia
Krista Martin,832-32-0902,1965-04-10,Bryant-Phillips,Brittany Sanchez,56846,MS,B,15,Dias,02:48:26,19:03:04,C02,Sim,"Evening box Congress. Drop never family you father well. Production bring kid maybe.
Member according sit campaign boy guy. World alone somebody lead old treat.",Hospital,Recepção B,Ortopedia
Robert Perez,757-60-6406,2003-03-15,Williams-Cross,Benjamin Miller,17463,MO,B,25,Dias,20:35:21,14:24:28,B01,Não,Their perform performance travel effort road animal. Care gas Congress or real significant. Mother own also rise should serve keep.,Hospital,Recepção B,Ortopedia
Paula Wilson,226-47-1961,1919-01-09,Edwards-Wilson,Lori Lewis,27377,MO,B,29,Meses,09:46:16,01:04:54,C02,Sim,Firm place wonder material. Shake deal me concern article back debate fire. Seek also fact upon.,Clínica,Recepção A,Pediatria
James Estes,223-20-8541,1960-11-17,"Miller, Smith and Aguilar",Mary Palmer,81847,NJ,A,14,Meses,14:33:49,12:22:25,B01,Sim,Central have seven mouth believe officer. Lawyer now during development information final. Move subject environment simply. Above worker most TV enjoy budget.,Clínica,Recepção C,Ortopedia
David Miller,733-19-6611,1981-08-17,Morgan PLC,John Rhodes,55302,HI,A,19,Meses,07:57:00,16:28:58,C02,Não,Wide face share expert exist paper. Four source next wait audience kind forget. Ever loss every TV class truth field.,Pronto-Socorro,Recepção B,Cardiologia
Roberto Wells,114-55-6775,2007-07-18,Roth Ltd,Deborah Williams,81016,MO,A,17,Dias,05:47:28,06:51:59,C02,Sim,Spend central source quality pull either pattern democratic. Involve training country receive sing not themselves. Listen long increase treat truth.,Clínica,Recepção B,Cardiologia
Michelle Suarez,702-27-5669,2006-06-01,"Davidson, Reeves and Davidson",Dr. Brian Baldwin,50739,WV,B,3,Meses,23:17:20,09:02:03,A00,Sim,"Southern score defense letter professional. Determine still part. Factor behind quality item author look.
Chair give set rule military trip. Friend follow simple decision allow later.",Hospital,Recepção B,Cardiologia
Gabriella Martinez,344-46-7622,1967-04-06,Cuevas PLC,Whitney Molina,78578,ID,B,24,Dias,00:00:04,17:05:19,A00,Sim,"Relationship education clearly partner seven. Total government exist front my. Music we return trade how part along strategy.
Dream between lot anything often push. Economy relate short.",Clínica,Recepção B,Cardiologia
Eric Estes,685-35-3641,1992-06-21,Moore-Williams,Robert Howard,23310,AK,A,25,Dias,15:14:12,12:44:22,B01,Não,"Line hit set could. Individual baby light artist event investment.
Someone factor can enter give. Order upon none maybe. West event of guy.",Clínica,Recepção C,Pediatria
Cory Burns,865-41-6266,1910-06-09,Hardin-Brooks,Nathan Gray,41989,FL,A,8,Meses,11:50:15,11:31:37,C02,Não,"Without during religious a responsibility. Film property people laugh low else wall.
Budget baby economic sister push him me. Other song style hundred off age.",Clínica,Recepção C,Cardiologia
Brian Rodriguez,440-19-8657,1976-06-11,Fernandez and Sons,Sarah Gonzalez,11274,MT,B,16,Dias,18:20:50,19:57:24,A00,Sim,Type cover yourself for. People believe soon after vote well. Common responsibility factor without vote ball.,Hospital,Recepção C,Cardiologia
Matthew Ponce,082-45-4773,1935-01-24,"Downs, Robinson and White",Stuart Jones,22046,OK,C,22,Meses,13:41:26,14:59:59,A00,Sim,"Crime new future.
Process full everything account water. Evidence parent marriage man close. Father join five fire his.
Follow reality action night. Again that food someone.",Pronto-Socorro,Recepção A,Pediatria
George Simpson Jr.,770-08-8151,1952-03-28,Cline-Mann,Sabrina Bradley,25021,WA,B,24,Meses,07:20:58,19:52:10,C02,Sim,Who Congress stay evening whatever wife. Wind finish situation baby day avoid. Book customer particular whatever through.,Hospital,Recepção A,Pediatria
Luis Maynard,744-34-5150,1963-06-27,Jennings LLC,Duane Jenkins,24507,WV,A,22,Anos,05:32:20,09:44:12,C02,Sim,"Over including majority skin pay activity.
Teacher outside six debate receive energy. Participant writer collection development government discussion.",Hospital,Recepção C,Ortopedia
Glenn Fischer,190-70-2997,1998-09-11,"Smith, Rodriguez and Martin",Ann Wilson,19150,AL,C,10,Meses,09:01:42,00:45:58,A00,Sim,Send budget new increase course use successful. Democratic quickly heart improve item our tree. Behavior difficult imagine approach sense notice social total.,Pronto-Socorro,Recepção B,Cardiologia
Mia Roman,363-88-8992,1951-01-21,"Peck, Green and Buckley",Ronald Hopkins,57361,GA,C,23,Anos,22:37:39,00:52:57,A00,Sim,"Yourself expect everything prepare information. Or himself turn spend many bar entire. World every red court focus.
Evidence almost lay agree yes early sign. Billion maintain term.",Clínica,Recepção A,Cardiologia
Elizabeth Powell,733-26-1682,1976-05-18,Nicholson LLC,Jacqueline Cook,58913,CA,A,16,Meses,15:16:58,17:12:23,C02,Sim,Local movement high state enjoy serious. Station after such read section media when. Since financial production trade these instead despite.,Hospital,Recepção B,Cardiologia
Katherine Jackson,525-61-8849,1964-09-02,"Wong, Larson and West",Christopher Byrd,13259,MH,A,15,Anos,13:39:48,14:06:45,A00,Não,"Leader foreign truth material full. Remember theory without challenge apply quite.
Or enter he dark. House near suddenly by. Person region expert cut network.",Clínica,Recepção B,Pediatria
Pedro Miller,587-20-3731,1981-12-10,Brown Inc,Andrea Johnson,55100,DC,C,10,Anos,02:01:49,10:31:53,B01,Sim,"Vote himself during shake. Situation candidate share matter. Throw leg today dinner project.
Woman hair other discussion movie center. Agree life once medical.",Hospital,Recepção C,Cardiologia
James Brown,789-94-9101,2023-08-19,"Gross, Shields and Clark",Stephanie Davis,32771,PR,A,14,Meses,23:16:46,10:35:48,B01,Não,That brother space party. Education Democrat story list.,Pronto-Socorro,Recepção C,Cardiologia
Kevin Boone,650-78-1759,1978-08-26,"Hughes, Brown and Bailey",Christopher Hogan,25062,NY,A,15,Meses,08:47:25,18:04:18,C02,Não,Hair tend ground think who these then. Again organization deep report hot evidence. Health decade bag network measure popular dog.,Clínica,Recepção B,Ortopedia
Jon Smith,667-92-5788,2019-04-13,Koch LLC,Sandra Porter,51565,FL,A,3,Dias,15:25:27,16:51:07,B01,Não,Under word there reason world hard. Season case hair suffer old. Feel water agent interest pattern alone.,Pronto-Socorro,Recepção A,Ortopedia
Jonathan Stevenson,490-84-8211,1987-03-01,Jones-Macias,Douglas Garcia,35087,WI,A,27,Meses,17:25:08,19:58:50,B01,Sim,"Account team shoulder surface system although off. Impact kind coach before chance trial.
Exist unit end them. Some herself option senior.",Hospital,Recepção C,Ortopedia
Xavier Benjamin,178-93-3401,1911-06-23,Gilbert Inc,Robin Terry,76163,VA,C,9,Anos,00:53:21,02:49:28,A00,Sim,"Other cell thus hear firm beat poor.
Career tax kid hotel fund daughter. Treat perform only assume less finish feel long. Up five system opportunity affect.",Pronto-Socorro,Recepção A,Pediatria
Katrina Lee,667-10-8632,1976-08-23,Potter-Garner,Kevin Holmes,98564,AL,C,28,Meses,04:05:16,14:44:35,B01,Não,"Music personal quickly standard. Find couple traditional.
Idea positive investment already. Treat system ask ball. Change capital write kid picture.",Hospital,Recepção A,Ortopedia
Amy Thompson,404-95-0044,1989-12-15,Haley Inc,Heather Oliver,52537,AL,B,9,Dias,08:47:27,11:38:03,B01,Sim,"Human nearly gas money camera. Special firm in fear side. Gas international weight decide pretty.
Tonight speak how expect doctor nothing. Here law throw art field task. Less training each remember.",Hospital,Recepção B,Pediatria
Shelley Farmer,697-50-2555,1945-09-07,"Steele, Colon and Velazquez",Traci Young,77188,CO,B,26,Anos,10:59:11,20:50:00,B01,Sim,"Hotel model do main close man reach. Fly force finally industry religious memory western.
Year end outside world shoulder seek throughout. Green impact design phone mission.",Hospital,Recepção B,Pediatria
Kimberly Christian,581-80-4932,1975-09-23,"Thomas, Little and Webb",Chris Davis,52547,NE,C,19,Anos,07:11:30,07:12:39,C02,Não,City report you collection cause pass. Arm more something hundred player. Sure financial be plan five little view.,Hospital,Recepção C,Ortopedia
Marc Haynes,371-74-4111,1973-05-04,"Cooper, Gonzalez and Williams",Katherine Dixon,61608,GA,C,26,Dias,09:44:28,19:35:17,A00,Sim,"Worry discover loss concern. Able ability top my cost may pressure. Catch computer different goal.
Room girl event. Technology stop mind. Box cost player black. Space from present go daughter.",Clínica,Recepção A,Pediatria
Chelsey Gillespie,880-90-5602,1918-04-12,"Haney, Hartman and Farley",Charles Wilson,59448,IL,B,16,Dias,11:27:21,19:26:38,B01,Sim,Leader soldier medical event organization. Matter measure memory move enjoy. Single attention draw list them. Individual necessary manage.,Pronto-Socorro,Recepção B,Cardiologia
Lynn Cooper,651-96-5527,1920-03-10,Peters Group,Scott Weber,93903,MT,A,17,Anos,01:32:07,00:57:03,C02,Não,"Mouth hope military relate. Yes lawyer physical late.
Public reveal air head. Key firm today their feel sign. Weight available improve figure skin read five.",Pronto-Socorro,Recepção B,Cardiologia
Whitney Miller,007-55-0338,1912-05-03,"Hardy, Wilson and Young",Shelia Hernandez,74668,WY,C,19,Anos,23:03:50,08:02:30,A00,Sim,"Civil tough watch lay history. Condition part grow lay friend memory at usually.
Picture maybe effort I people marriage itself. Remember tree others plan hospital interest these. Help left item.",Hospital,Recepção B,Ortopedia
Noah Pena,636-08-2547,1915-01-24,Miller-Perez,Julie Hicks,52759,IA,C,25,Meses,17:08:29,12:03:15,C02,Sim,"Note present blood evidence teach. Significant fact board tree.
Performance minute scene prove service data avoid main. Case man least front sign garden type.",Hospital,Recepção A,Pediatria
Jeffrey Roberts,051-93-7579,1924-11-16,Horton-Moore,Natalie Collins,92416,ID,C,11,Anos,17:05:03,13:58:36,B01,Não,"Easy exist each least total until. Draw else perform half. Whatever college teach than free natural.
Minute she successful quite bed social. Religious message fact between state.",Clínica,Recepção C,Cardiologia
Jeremy Hayes,001-45-9496,1948-03-22,Marshall Inc,Marissa Diaz,68679,WY,C,29,Meses,11:13:27,22:04:09,C02,Não,"Particularly majority family wait. Study inside fill hear her. Grow west site race.
Assume way like. Loss west dinner hospital foreign.",Clínica,Recepção C,Ortopedia
Melinda Perez,808-41-7379,1914-06-04,Jones-Murray,Rebecca Marks,42270,AS,A,22,Meses,16:12:16,18:16:05,B01,Não,Military age claim dark view real. Central draw music at dog. Work listen parent.,Clínica,Recepção B,Pediatria
Bradley Guzman,229-01-9947,1934-11-03,"Ford, Schwartz and Thomas",Christina Williams,11935,FL,C,10,Anos,12:22:07,10:30:22,B01,Sim,Court what science day west. Record she education issue since really. Leave morning represent night born.,Clínica,Recepção A,Cardiologia
James Fry,857-70-8055,1929-04-01,Butler Ltd,Alex Mcdonald,87599,WA,B,20,Dias,18:41:05,00:41:07,C02,Não,"Opportunity us give result find big become. Enjoy city rather large so financial affect. Agent local then I.
Through agent system professor cost military result. Try from from around.",Hospital,Recepção A,Pediatria
Jeremy Howard,382-32-2020,2020-09-05,Soto-Price,Jeanne Reynolds,21776,DC,B,9,Anos,11:43:47,14:01:02,C02,Não,"Kitchen image another drive ability career. Task water necessary choose.
Reflect challenge rock government. Thank term source let turn sense effort. Remain short left could law hold water.",Hospital,Recepção B,Cardiologia
Laurie Johnson,004-24-1323,1928-08-04,Miller Group,Dustin Garza,54963,NV,A,4,Meses,23:01:02,20:41:17,B01,Não,"Left all actually foot. Tv wrong whatever main what once attorney listen. Wonder bed movement price.
Expect win above seat.
Moment case collection floor. Language special hard sign keep.",Hospital,Recepção A,Ortopedia
Nathan Smith,883-63-2449,1935-03-28,"Rivera, Anthony and Golden",Isaac Kim,23405,FM,B,9,Dias,11:07:51,22:15:15,B01,Não,"Economy move should rise could international range bit. Imagine image born four toward.
Daughter degree theory dinner. Property concern future exactly his sometimes though.",Pronto-Socorro,Recepção A,Cardiologia
Brenda Evans,614-24-0786,1986-03-05,Brown Group,Mrs. Andrea Johns DDS,36708,WV,B,23,Dias,01:22:24,07:34:05,B01,Sim,"Friend staff member now make develop. Strategy become gun local consider officer.
Both provide front management or price six.",Pronto-Socorro,Recepção A,Pediatria
Jodi Neal,334-21-8292,1939-01-12,Garcia PLC,Stephanie Todd,57838,MS,C,28,Dias,18:46:27,03:46:02,A00,Sim,"Moment benefit body four. Actually woman story but approach how under.
Personal I old red suggest. High set study change science.",Clínica,Recepção C,Cardiologia
Victoria Oconnor,376-52-8537,1967-04-23,Russo-Peterson,Lisa Carr,58779,KS,B,16,Anos,19:22:54,12:46:06,A00,Não,"Audience defense surface fall value. Voice tough life stuff while difficult subject.
Many wait near detail. Real budget skin audience little market play.",Pronto-Socorro,Recepção A,Ortopedia
Andrew Jensen,568-67-3159,1940-08-27,Jones Group,Hannah Rogers,94065,CO,A,19,Anos,15:11:56,21:18:41,C02,Não,"Policy picture goal likely to morning. Sing song point trial college. Like range gas effect method.
Pressure live green ok sure. Key director stage enough. Full drug write ten identify.",Pronto-Socorro,Recepção B,Ortopedia
Timothy Swanson,676-05-4351,1983-02-24,Ortiz-Myers,Brenda Romero,85561,MN,B,30,Meses,01:16:27,23:58:07,B01,Sim,"Thus stock view increase try. Last Mr subject look daughter. Of although hot some case.
Off no year professional.",Hospital,Recepção A,Pediatria
Sandra Scott,225-69-6366,1961-04-18,"Thomas, Avila and Davis",Amanda Brown,88618,PW,A,16,Anos,01:18:42,01:08:18,A00,Não,Become purpose item modern guess skill. Sport life degree which everyone more through concern. Suffer rock charge past. Suffer phone international size shoulder.,Hospital,Recepção A,Pediatria
Deborah Hill,101-73-0300,1988-11-15,Edwards Ltd,Christine Thompson,32996,MA,A,11,Anos,17:32:02,19:14:19,B01,Não,"Easy both enough tree participant democratic middle. Seek affect need cost seem drop develop.
Leg city certainly. Perhaps these hotel foot.",Clínica,Recepção C,Cardiologia
Alison Vega,148-23-2803,1958-04-20,"Williams, Cole and Harris",John Cline,38169,WI,A,28,Dias,04:27:29,21:45:02,B01,Não,Operation easy range. Rest all factor meet kind clearly. Thought without face weight current.,Clínica,Recepção A,Ortopedia
Robert Manning,614-01-5536,1969-02-06,Garcia-Winters,Alicia Jones,54601,MP,C,17,Dias,14:45:58,21:44:14,C02,Não,"Go concern manage record guess parent. Finally system power benefit add physical. The team when season physical life several keep. Ability hand art left.
Clearly happy represent.",Hospital,Recepção C,Pediatria
Jeffrey Fowler,314-97-8212,1935-04-03,Roberts and Sons,Lisa Snyder,34999,DC,B,21,Dias,00:33:35,05:31:46,C02,Não,"Think risk law point pass peace record fish. According after rule director fire lose.
Car response contain response spend traditional other some. Worry west institution economy claim build.",Clínica,Recepção C,Cardiologia
Mrs. Ashley Valentine,584-32-4628,1994-01-22,"Peterson, Bright and Cruz",Teresa Browning,12112,NM,C,1,Meses,07:27:11,19:49:59,C02,Sim,"Republican side will present each.
Might than woman husband. Charge interesting something present reality head heart. None however step although nearly price.",Pronto-Socorro,Recepção C,Cardiologia
Robert Rivera,767-71-8901,2016-05-18,Lamb and Sons,Cheryl Ramirez,97769,CA,B,10,Meses,12:12:11,11:15:13,B01,Sim,Challenge write money agent little stand democratic. Special admit pick challenge difference water.,Hospital,Recepção B,Cardiologia
Jordan Collins,336-77-1502,1995-04-11,"Long, Smith and Woods",Shannon Spencer,45065,SC,C,30,Meses,07:21:27,21:09:37,A00,Sim,Staff long light such organization treatment health. Practice management defense agent improve. Draw audience always air city real admit. If common into which support pattern.,Hospital,Recepção C,Ortopedia
Mary Brown,323-12-7083,1909-01-29,Edwards-Davis,Yolanda Hall,26351,NY,C,7,Meses,15:27:15,03:51:24,B01,Não,"Above win wear chair suffer though four.
Wait be test letter. Maybe man media. Really everybody work. Pm do manage nor million any including.",Clínica,Recepção A,Ortopedia
Marcus White,169-72-6064,1954-02-14,Mcbride-Li,James Vincent,26735,MS,A,29,Meses,17:01:40,20:24:21,B01,Sim,"Ability road method receive recent wear six. We price major before. Meet relate open film court here they direction.
Live share level.
Cup still try put with. Inside fast eye one continue.",Pronto-Socorro,Recepção A,Cardiologia
Rachel Nguyen,154-50-3953,1908-04-27,Duncan-Fischer,Kelsey Hernandez,25702,ND,B,3,Anos,05:16:33,21:40:06,C02,Não,"Mr they teacher fine exactly prevent. Stock head region them long enough forget.
Too school art full trip.",Hospital,Recepção A,Ortopedia
Michael Garcia,382-54-9697,1939-04-11,Kirby Ltd,Daniel Sweeney,17147,AZ,B,26,Anos,07:14:26,18:11:34,B01,Sim,"Despite difficult beyond. Personal fish act still condition memory TV. South trouble early lawyer official purpose.
Political cause pay per perhaps art beat. Risk large baby weight sometimes.",Hospital,Recepção C,Pediatria
Kristin Alvarez,158-02-7045,1910-08-04,Love-Henderson,Deanna Graves,79751,FM,C,9,Meses,10:51:24,02:00:15,C02,Não,Direction already attorney toward. Collection minute professor environment American against nation degree. Within ready war.,Clínica,Recepção C,Ortopedia
Charles Clarke,599-15-7375,1960-01-20,Wallace-Mendoza,Tonya Turner,93249,MN,A,13,Anos,08:15:22,08:34:11,B01,Não,"Cause owner country factor. Price campaign performance third American.
Such head father enjoy after business treatment. He series education eat similar wish despite.",Clínica,Recepção B,Pediatria
Jacqueline Smith,671-75-6948,1935-12-31,"Mitchell, Anderson and Hardy",Christina Phillips,94759,DC,A,24,Anos,19:10:24,13:19:44,B01,Sim,"Citizen training first student cost. What throw among rule speak page.
Individual treat feel agency you. Ahead everyone action seek above. Own everyone decide current purpose time best.",Clínica,Recepção C,Ortopedia
Joshua Wu,141-21-3785,2015-02-14,Collins Ltd,Taylor Pollard,10144,OK,C,5,Dias,02:21:19,20:24:07,A00,Não,"Thousand challenge lot event ahead seem name. Room customer author direction water standard.
Data citizen sometimes collection. Store see black travel like.
Away big benefit present.",Hospital,Recepção B,Pediatria
